key,targname,tarkey1,type,equinox,obs_time,ra_targ,dec_targ,ra_calc,dec_calc,offset_arcsec,epoch_gap_yr,nongrav,other,has_lv2
16770/oeok05010_spt.fits,67P-CHURYUMOV-GERASIMENKO-V5,COMET,COMET,J2000,11-DEC-2021:05:29:34,134.543187,27.381913,134.545204,27.382362,6.647,0.07,False,False,False
17302/if3w03maq_spt.fits,96P-FIELD3,COMET,COMET,J2000,21-JUN-2023:11:08:49,273.534608,-17.955262,273.532716,-17.955658,6.636,0.32,False,False,False
17302/if3w04mxq_spt.fits,96P-FIELD4,COMET,COMET,J2000,21-JUN-2023:14:18:58,273.465744,-17.990533,273.463856,-17.990927,6.618,0.32,False,False,False
17302/if3w06klq_spt.fits,96P-FIELD6,COMET,COMET,J2000,21-JUN-2023:06:23:51,273.707277,-18.038767,273.705392,-18.039160,6.607,0.32,False,False,False
17302/if3w07lqq_spt.fits,96P-FIELD7,COMET,COMET,J2000,21-JUN-2023:09:33:45,273.638580,-18.073678,273.636699,-18.074069,6.590,0.32,False,False,False
8699/u65z8901r_shm.fits,WEST,Comet,COMET,J2000,12-APR-2001:18:21:07,212.923374,29.687215,212.921285,29.687416,6.574,0.91,True,False,False
17302/if3w02w1q_spt.fits,96P-FIELD2,COMET,COMET,J2000,23-JUN-2023:13:51:13,272.279297,-18.194525,272.277447,-18.194905,6.474,0.32,False,False,False
17302/if3w05wiq_spt.fits,96P-FIELD5,COMET,COMET,J2000,23-JUN-2023:15:26:18,272.273561,-18.257472,272.271717,-18.257850,6.448,0.32,False,False,False
8699/u65z6501r_shm.fits,SWIFT,Comet,COMET,J2000,01-MAR-2001:12:38:06,155.101112,3.754936,155.099416,3.755500,6.423,0.90,True,False,False
8699/u65z1f01r_shm.fits,BUS,Comet,COMET,J2000,07-JUN-2001:13:37:07,260.562895,-18.865677,260.561042,-18.865551,6.327,0.18,True,False,False
11226/ua320101m_shm.fits,COMET-8P-TUTTLE,COMET-8P-TUTTLE,COMET,J2000,10-DEC-2007:00:56:09,346.669957,78.699865,346.670709,78.698118,6.312,0.19,True,False,False
16009/ie6k01u3q_spt.fits,C2019-Q4,COMET,COMET,J2000,12-OCT-2019:13:47:56,146.938255,18.125195,146.939510,18.123932,6.255,0.08,False,False,False
16040/ie7s02ddq_spt.fits,2IV5,COMET,COMET,J2000,27-JAN-2020:11:59:54,190.069929,-52.795083,190.070735,-52.796727,6.176,0.06,True,False,False
16770/leok03wmq_spt.fits,67P-CHURYUMOV-GERASIMENKO,COMET,COMET,J2000,21-OCT-2021:20:13:34,98.440551,25.385277,98.442406,25.385495,6.082,0.01,False,False,False
8699/u65z7w01m_shm.fits,SW3CB,Comet,COMET,J2000,26-NOV-2001:05:28:07,39.082146,8.616046,39.080446,8.615886,6.081,0.01,True,False,False
8699/u65z1701r_shm.fits,SHAJN,Comet,COMET,J2000,05-AUG-2000:06:38:07,305.591855,-13.407018,305.590287,-13.407589,5.862,0.22,True,False,False
6634/u3fb0101t_shm.fits,WIRTANEN,COMET 46P/WIRTANEN,COMET,J2000,28-AUG-1996:09:16:29,322.067614,-32.649305,322.065831,-32.649827,5.722,0.03,True,False,False
8699/u65z4101r_shm.fits,SCHAUMASSE,Comet,COMET,J2000,19-NOV-2000:04:47:06,30.595366,-0.915914,30.593824,-0.916011,5.560,0.47,True,False,False
8274/u5fz0607r_shm.fits,SCHUSTER,Comet,COMET,J2000,18-OCT-1999:17:35:08,6.771415,-28.031678,6.769885,-28.031047,5.367,0.14,True,False,False
10341/o91p01010_spt.fits,LINEAR-2002T7,COMET,COMET,J2000,06-JUN-2004:04:20:22,142.094895,-10.603848,142.096282,-10.603297,5.294,0.04,False,False,False
15978/ie1q09bxq_spt.fits,289P,COMET,COMET,J2000,02-DEC-2019:06:10:34,337.903273,-15.348027,337.901822,-15.347580,5.289,12.90,True,False,False
7916/u4iq0101r_shm.fits,TEMPEL-1,COMET,COMET,J2000,31-DEC-1997:10:58:39,81.838245,27.288274,81.836609,27.288280,5.234,0.01,False,False,False
8699/u65z5701r_shm.fits,GEHRELS3,Comet,COMET,J2000,30-NOV-2000:12:42:06,63.932922,21.092811,63.931415,21.092555,5.144,0.77,False,False,False
